1	60064
2	49494
3	48611
4	48611
5	47635.0
6	47635.0
7	47605
8	47605
9	47605
10	47267.0
11	47267.0
12	47267.0
13	47267.0
14	47267.0
15	47150.0
16	47150.0
17	47150.0
18	47150.0
19	47150.0
20	47150.0
21	47150.0
22	47150.0
23	47150.0
24	47150.0
25	47150.0
26	47150.0
27	47150.0
28	47150.0
29	47150.0
30	47150.0
31	47150.0
32	47150.0
33	47150.0
34	47150.0
35	47150.0
36	47150.0
37	47150.0
38	47150.0
39	47150.0
40	47150.0
41	47150.0
42	47150.0
43	47150.0
44	47150.0
45	47150.0
46	47150.0
47	47150.0
48	47150.0
49	47150.0
50	47150.0
51	47150.0
52	47150.0
53	47150.0
54	47150.0
55	47150.0
56	47150.0
57	47150.0
58	47150.0
59	47150.0
60	47114.0
61	47114.0
62	47114.0
63	47114.0
64	47114.0
65	47114.0
66	47114.0
67	47114.0
