1	41804
2	30037
3	29567
4	29077
5	28149.0
6	28149.0
7	28149.0
8	28149.0
9	28149.0
10	27975.0
11	27975.0
12	27975.0
13	27975.0
14	27975.0
15	27971.0
16	27971.0
17	27971.0
18	27971.0
19	27971.0
20	27971.0
21	27971.0
22	27971.0
23	27971.0
24	27971.0
25	27971.0
26	27971.0
27	27971.0
28	27971.0
29	27971.0
30	27971.0
31	27971.0
32	27971.0
33	27971.0
34	27971.0
35	27971.0
36	27971.0
37	27971.0
38	27971.0
39	27971.0
40	27971.0
41	27971.0
42	27971.0
43	27971.0
44	27971.0
45	27971.0
46	27971.0
47	27971.0
48	27971.0
49	27971.0
50	27971.0
51	27971.0
52	27971.0
53	27971.0
54	27971.0
55	27971.0
56	27971.0
57	27971.0
58	27971.0
59	27971.0
60	27971.0
61	27971.0
62	27971.0
63	27971.0
64	27971.0
65	27971.0
